Pin number,Pin name,Pin type,Pin description
A5,VBUS,Power,5 V input for USB 3.3 V regulator,,
A13,DECA,Power,Analog regulator supply decoupling,,
A15,DECD,Power,Digital regulator supply decoupling,,
A17,P1.13,Digital I/O,General purpose I/O,,
A19,VDD,Power,Power supply,,
A21,DCC,Power,DC/DC converter output,,
A23,DECN,Power,Regulator supply decoupling,,
A25,N.C.,,,,
A27,DECR,Power,Regulator supply decoupling,,
B2,D+,USB,USB D+,,
B4,D-,USB,USB D-,,
B6,DECUSB,Power,USB 3.3 V regulator supply decoupling,,
B8,VDD,Power,Power supply,,
B10,DCCD,Power,DC/DC converter output,,
B12,N.C.,,,,
B14,P1.15,Digital I/O,General purpose I/O,,
B16,P1.14,Digital I/O,General purpose I/O,,
B18,P1.12,Digital I/O,General purpose I/O,,
B20,P1.11,Digital I/O,General purpose I/O,,
B22,P0.31,Digital I/O,General purpose I/O,,
B24,P0.30,Digital I/O,General purpose I/O,,
B26,N.C.,,,,
B28,VDD,Power,Power supply,,
B30,XC2,Analog input,Connection for 32 MHz crystal,,
C1,VDD,Power,Power supply,,
C31,XC1,Analog input,Connection for 32 MHz crystal,,
D2,N.C.,,,,
E1,VDDH,Power,Power supply,,
E31,VDD,Power,Power supply,,
F2,N.C.,,,,
G1,N.C.,,,,
G31,DECRF,Power,RADIO power supply decoupling,,
H2,N.C.,,,,
J1,DCCH,Power,DC/DC converter output,,
J31,N.C.,,,,
K2,N.C.,,,,
L1,VDD,Power,Power supply,,
L31,ANT,RF,Single-ended antenna connection,,
M2,P1.00,Digital I/O,General purpose I/O,,
N1,P0.00XL1,Digital I/OAnalog input,General purpose I/OConnection for 32 kHz crystal,,
N31,VDD,Power,Power supply,,
P2,P1.01,Digital I/O,General purpose I/O,,
R1,P0.01XL2,Digital I/OAnalog input,General purpose I/OConnection for 32 kHz crystal,,
R31,P1.10,Digital I/O,General purpose I/O,,
T2,N.C.,,,,
U1,VDD,Power,Power supply,,
U31,P0.29,Digital I/O,General purpose I/O,,
V2,P0.04AIN0,Digital I/OAnalog input,General purpose I/OAnalog input,,
W1,P0.02NFC1,Digital I/ONFC input,General purpose I/ONFC antenna connection,,
W31,SWDCLK,Debug,Serial wire debug clock input for debug and programming,,
Y2,P0.05AIN1,Digital I/OAnalog input,General purpose I/OAnalog input,,
AA1,P0.03NFC2,Digital I/ONFC input,General purpose I/ONFC antenna connection,,
AA31,SWDIO,Debug,Serial wire debug I/O for debug and programming,,
AB2,P0.06AIN2,Digital I/OAnalog input,General purpose I/OAnalog input,,
AC1,VDD,Power,Power supply,,
AC31,nRESET,Reset,Pin RESET with internal pull-up resistor,,
AD2,P0.07AIN3,Digital I/OAnalog input,General purpose I/OAnalog input,,
AE1,P1.02TWI,Digital I/OTWI 1 Mbps,General purpose I/OHigh-speed pin for 1 Mbps TWI,TWI,
AE31,P0.28AIN7,Digital I/OAnalog input,General purpose I/OAnalog input,,
AF2,P1.03TWI,Digital I/OTWI 1 Mbps,General purpose I/OHigh-speed pin for 1 Mbps TWI,TWI,
AG1,VDD,Power,Power supply,,
AG31,N.C.,,,,
AH2,P0.08TRACEDATA3SCK,Digital I/OTrace dataSCK for SPIM4,General purpose I/OTrace buffer TRACEDATA[3]Dedicated pin for high-speed SPI,Trace SPIM4,
AJ1,P0.09TRACEDATA2MOSI,Digital I/OTrace dataMOSI for SPIM4,General purpose I/OTrace buffer TRACEDATA[2]Dedicated pin for high-speed SPI,Trace SPIM4,
AJ31,VDD,Power,Power supply,,
AK2,P0.10TRACEDATA1MISO,Digital I/OTrace dataMISO for SPIM4,General purpose I/OTrace buffer TRACEDATA[1]Dedicated pin for high-speed SPI,Trace SPIM4,
AK4,P0.11TRACEDATA0CSN,Digital I/OTrace dataCSN for SPIM4,General purpose I/OTrace buffer TRACEDATA[0]Dedicated pin for high-speed SPI,Trace SPIM4,
AK6,P0.12TRACECLKDCX,Digital I/OTrace clockDCX for SPIM4,General purpose I/OTrace buffer clockDedicated pin for high-speed SPI,Trace SPIM4,
AK8,P0.14IO1,Digital I/OIO1 for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
AK10,P0.15IO2,Digital I/OIO2 for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
AK12,P0.17SCK,Digital I/OSCK for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
AK14,P0.18CSN,Digital I/OCSN for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
AK16,P0.20,Digital I/O,General purpose I/O,,
AK18,P0.22,Digital I/O,General purpose I/O,,
AK20,P0.23,Digital I/O,General purpose I/O,,
AK22,P1.05,Digital I/O,General purpose I/O,,
AK24,P1.07,Digital I/O,General purpose I/O,,
AK26,P1.09,Digital I/O,General purpose I/O,,
AK28,P0.25AIN4,Digital I/OAnalog input,General purpose I/OAnalog input,,
AK30,P0.27AIN6,Digital I/OAnalog input,General purpose I/OAnalog input,,
AL3,VDD,Power,Power supply,,
AL5,P0.13IO0,Digital I/OIO0 for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
AL7,VDD,Power,Power supply,,
AL9,P0.16IO3,Digital I/OIO3 for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
AL11,VDD,Power,Power supply,,
AL13,P0.19,Digital I/O,General purpose I/O,,
AL15,P0.21,Digital I/O,General purpose I/O,,
AL17,VDD,Power,Power supply,,
AL19,P1.04,Digital I/O,General purpose I/O,,
AL21,P1.06,Digital I/O,General purpose I/O,,
AL23,P1.08,Digital I/O,General purpose I/O,,
AL25,VDD,Power,Power supply,,
AL27,P0.24,Digital I/O,General purpose I/O,,
AL29,P0.26AIN5,Digital I/OAnalog input,General purpose I/OAnalog input,,
Corner pads,,
A1,N.C.,,,,
A31,N.C.,,,,
AL1,N.C.,,,,
AL31,N.C.,,,,
Bottom of chip,,
Die pad,VSS,Power,Ground pad. Exposed die pad must be connected to ground (VSS) for proper deviceoperation.,,
