Pin number,Pin name,Pin type,Pin description
A1,XC1,Analog input,Connection for 32 MHz crystal,,
A2,XC2,Analog input,Connection for 32 MHz crystal,,
A3,VDD,Power,Power supply,,
A5,VSS,Power,Ground,,
A7,DECD,Power,Regulator supply decoupling,,
A9,DCCD,Power,DC/DC converter output,,
A11,D-,USB,USB D-,,
A12,D+,USB,USB D+,,
B1,DECRF,Power,RADIO power supply decoupling,,
B2,VSS,Power,Ground,,
B4,DECR,Power,Regulator supply decoupling,,
B5,DECN,Power,Regulator supply decoupling,,
B6,DCC,Power,DC/DC converter output,,
B7,VDD,Power,Power supply,,
B8,DECA,Power,Regulator supply decoupling,,
B9,VSS,Power,Ground,,
B10,VDD,Power,Power supply,,
B11,VBUS,Power,Power,,
B12,VDDH,Power,Power supply,,
C2,VSS,Power,Ground,,
C4,P0.30,Digital I/O,General purpose I/O,,
C5,P0.31,Digital I/O,General purpose I/O,,
C6,P1.11,Digital I/O,General purpose I/O,,
C7,P1.12,Digital I/O,General purpose I/O,,
C8,P1.13,Digital I/O,General purpose I/O,,
C9,P1.14,Digital I/O,General purpose I/O,,
C10,P1.15,Digital I/O,General purpose I/O,,
C11,DECUSB,Power,USB 3.3 V regulator supply decoupling,,
D1,ANT,RF,Single-ended antenna connection,,
D2,VDD,Power,Power supply,,
D10,P1.00,Digital I/O,General purpose I/O,,
D11,DCCH,Power,DC/DC converter output,,
D12,VSS,Power,Ground,,
E2,P0.29,Digital I/O,General purpose I/O,,
E3,P0.28AIN7,Digital I/OAnalog input,General purpose I/OAnalog input,,
E4,P1.10,Digital I/O,General purpose I/O,,
E5,VSS,Power,Ground,,
E6,VSS,Power,Ground,,
E7,VSS,Power,Ground,,
E8,VSS,Power,Ground,,
E10,P1.01,Digital I/O,General purpose I/O,,
E11,VDD,Power,Power supply,,
F1,SWDIO,Debug,Serial wire debug I/O for debug and programming,,
F2,SWDCLK,Debug,Serial wire debug clock input for debug and programming,,
F3,P1.08,Digital I/O,General purpose I/O,,
F5,VSS,Power,Ground,,
F6,VSS,Power,Ground,,
F7,VSS,Power,Ground,,
F8,VSS,Power,Ground,,
F10,P0.05AIN1,Digital I/OAnalog input,General purpose I/OAnalog input,,
F11,P0.00XL1,Digital I/OAnalog input,General purpose I/OConnection for 32 kHz crystal,,
F12,P0.01XL2,Digital I/OAnalog input,General purpose I/OConnection for 32 kHz crystal,,
G2,nRESET,Reset,Pin RESET with internal pull-up resistor,,
G3,P1.07,Digital I/O,General purpose I/O,,
G5,AVSS,Power,Ground,,
G6,VSS,Power,Ground,,
G7,VSS,Power,Ground,,
G8,VSS,Power,Ground,,
G10,P0.04AIN0,Digital I/OAnalog input,General purpose I/OAnalog input,,
G11,P0.02NFC1,Digital I/ONFC input,General purpose I/ONFC antenna connection,,
H1,P0.27AIN6,Digital I/OAnalog input,General purpose I/OAnalog input,,
H2,P1.09,Digital I/O,General purpose I/O,,
H3,P0.23,Digital I/O,General purpose I/O,,
