Pin number,Pin name,Pin type,Pin description
A1,XC1,Analog input,Connection for 32 MHz crystal,,
A2,XC2,Analog input,Connection for 32 MHz crystal,,
A3,P1.11,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
A4,P1.13,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
A5,P0.03/AIN1,Digital I/O/Analog input,General purpose I/O/Analog input,Standard drive low frequency I/O only,
A6,P0.28/AIN4,Digital I/O/Analog input,General purpose I/O/Analog input,Standard drive low frequency I/O only,
A7,P0.30/AIN6,Digital I/O/Analog input,General purpose I/O/Analog input,Standard drive low frequency I/O only,
A8,DEC4,Power,1.3 V regulator supply decoupling/Must be connected to DEC6 (pin C2),,
A9,DCC,Power,DC/DC converter output,,
A10,DEC1,Power,1.1 V regulator supply decoupling,,
B3,VDD,Power,Power supply,,
B4,P1.10,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
B5,P1.14,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
B6,P0.02/AIN0,Digital I/O/Analog input,General purpose I/O/Analog input,Standard drive low frequency I/O only,
B7,VSS,Power,Ground,,
B8,VDD,Power,Power supply,,
B9,P0.00/XL1,Digital I/O/Analog input,General purpose I/O/Connection for 32.768 kHz crystal,,
B10,P0.01/XL2,Digital I/O/Analog input,General purpose I/O/Connection for 32.768 kHz crystal,,
C1,VSS_PA,Power,Ground (radio supply),,
C2,DEC6,Power,1.3 V regulator supply decoupling/Must be connected to DEC4 (pin A8),,
C4,VSS,Power,Ground,,
C5,P1.12,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
C6,P1.15,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
C7,P0.29/AIN5,Digital I/O/Analog input,General purpose I/O/Analog input,Standard drive low frequency I/O only,
C8,P0.31/AIN7,Digital I/O/Analog input,General purpose I/O/Analog input,Standard drive low frequency I/O only,
C9,P0.26,Digital I/O,General purpose I/O,,
C10,P0.04/AIN2,Digital I/O/Analog input,General purpose I/O/Analog input,,
D3,VSS,Power,Ground,,
D4,VSS,Power,Ground,,
D5,VSS,Power,Ground,,
D6,VSS,Power,Ground,,
D7,VSS,Power,Ground,,
D8,VSS,Power,Ground,,
D9,P0.27,Digital I/O,General purpose I/O,,
D10,P0.05/AIN3,Digital I/O/Analog input,General purpose I/O/Analog input,,
E1,ANT,RF,Single-ended radio antenna connection,See Reference circuitry for guidelines on how to ensure good RF performance,
E2,P0.10/NFC2,Digital I/O/NFC input,General purpose I/O/NFC antenna connection,Standard drive low frequency I/O only,
E3,P1.06,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
E4,VSS,Power,Ground,,
E5,VSS,Power,Ground,,
E6,VSS,Power,Ground,,
E7,VSS,Power,Ground,,
E8,VSS,Power,Ground,,
E9,P0.06,Digital I/O,General purpose I/O,,
E10,P0.08,Digital I/O,General purpose I/O,,
